time_sec	Acc_m_s2
0	0.00965657287490612
0.07	0.0170627155643074
0.14	0.103714112967602
0.21	0.0750971853304953
0.28	0.196825412229351
0.35	0.127337483683508
0.42	0.0278272021073757
0.49	0.124368958999263
0.56	-0.14620207289716
0.63	-0.0776904050784973
0.7	0.120483125608596
0.77	-0.0535076090859754
0.84	1.00356645552908
0.91	-0.668151265900274
0.98	0.201565107746017
1.05	0.0236864562675045
1.12	-0.348929333902764
1.19	0.502998546835075
1.26	0.119941713136596
1.33	0.298532428309818
1.4	-0.0153960923709602
1.47	0.00150564996287628
1.54	0.266868847149442
1.61	0.104380361368302
1.68	0.470325983527184
1.75	0.59768043371908
1.82	0.081892816515718
1.89	-0.100708378845521
1.96	0.128944638869943
2.03	-0.345506014306925
2.1	-1.35195042485522
2.17	-1.51500002817587
2.24	-2.16617966076693
2.31	-0.332348444519247
2.38	2.2557037907141
2.45	1.89994875687406
2.52	-0.494728127713863
2.59	-1.88911386284431
2.66	2.72424009522929
2.73	-0.113206598217789
2.8	-1.3516955510302
2.87	-0.388450372114007
2.94	-1.78406680528701
3.01	0.0873680482566258
3.08	-1.59133561753047
3.15	-1.80545088994891
3.22	0.0403673809481822
3.29	1.53717296120457
3.36	1.53666026070905
3.43	2.32269638520005
3.5	2.32500589554812
3.57	0.66368275667765
3.64	-0.969898773990277
3.71	-3.01089127476854
3.78	-3.58395837484236
3.85	-2.00788986912026
3.92	-0.650937790846791
3.99	1.95306823102586
4.06	3.89116220877226
4.13	2.08981761841381
4.2	3.49011089166005
4.27	0.424801123924435
4.34	-2.78062054808125
4.41	-2.80870574362668
4.48	0.0205359265277104
4.55	0.111206083606978
4.62	-1.20147201196418
4.69	0.804081230946266
4.76	2.08813226616643
4.83	-0.121586924809109
4.9	0.104409640865459
4.97	0.0862768942961401
5.04	-1.22548468989012
5.11	-1.08073377548962
5.18	-1.02819162989663
5.25	-0.812526454167396
5.32	0.37468785588088
5.39	1.0686040917424
5.46	0.303805797218854
5.53	0.541665421570212
5.6	0.690026898868994
5.67	0.0698132609261392
5.74	0.0995203524433755
5.81	2.31602904160102
5.88	-0.411214865431904
5.95	-1.27969656073911
6.02	-0.37331371167422
6.09	-0.599845741814263
6.16	0.36645051880149
6.23	-0.785897590137741
6.3	-0.153906361477476
6.37	-0.0222261448570469
6.44	0.0625711803472922
6.51	-0.79024172597292
6.58	-0.724261519112242
6.65	0.107720768013438
6.72	-0.277474674540299
6.79	-1.48403926787783
6.86	-0.644192540547584
6.93	1.658503231344
7	1.09348843191902
7.07	2.59080414878945
7.14	2.58400510434779
7.21	0.284694330950778
7.28	0.0337859277602014
7.35	-0.197979707012955
7.42	-0.998286950314032
7.49	-1.77046219693309
7.56	-1.96788988989849
7.63	-0.942289106659936
7.7	0.371503837752824
7.77	-0.033419562773642
7.84	1.2406022943233
7.91	1.794917211547
7.98	1.59824106291077
8.05	-0.674119348492935
8.12	-0.819922983546807
8.19	-0.22475481642926
8.26	-1.55846957927435
8.33	-0.680718882767495
8.4	-0.472244327072046
8.47	1.27578945945897
8.54	1.03385809102811
8.61	0.993095339475317
8.68	0.337626392424734
8.75	-0.110940941994418
8.82	-0.461904328275233
8.89	-0.886192800083048
8.96	0.875706290064473
9.03	0.343517447520259
9.1	-0.177294442094035
9.17	-0.527765999604273
9.24	-0.584286080316494
9.31	-0.559429994816482
9.38	-0.618943706921152
9.45	-0.528374083975555
9.52	-0.485723499916796
9.59	0.465175394025297
9.66	0.246930434776304
9.73	0.374890800808789
9.8	0.309608686124663
9.87	0.381569460720425
9.94	0.402445365854407
10.01	0.0279619176864437
10.08	-0.785464563134696
10.15	-0.832782725866409
10.22	-0.509936062299347
10.29	-1.00016864691547
10.36	-0.485152594038368
10.43	0.179849753106516
10.5	0.586833782604027
10.57	0.807766933917105
10.64	0.79374763230241
10.71	0.632363596245383
10.78	0.615563454628042
10.85	0.360835563462585
10.92	0.132619767075358
10.99	-0.215334987241558
11.06	-0.310825154519352
11.13	-0.254100284507023
11.2	-0.449954998186698
11.27	-0.140860032348494
11.34	-0.299484386844625
11.41	-0.364368519792536
11.48	0.0126427956025655
11.55	0.475997561070355
11.62	-0.307189952792586
11.69	0.187160625970099
11.76	0.218391209501232
11.83	-0.0349364489446001
11.9	-0.172135815295875
11.97	0.239315438391232
12.04	0.143376810213694
12.11	0.105270226239356
12.18	0.184652973115975
12.25	0.100287113491207
12.32	0.0126475746353751
12.39	-0.151992615392684
12.46	-0.135374106029347
12.53	-0.0301765550900508
12.6	-0.428280827461483
12.67	-0.175489712006466
12.74	0.0741197303422415
12.81	0.245885379312596
12.88	0.424928772274255
12.95	0.179403767422226
13.02	0.129478080225843
13.09	0.0553936797790965
13.16	-0.299385554633068
13.23	-0.389140101874733
13.3	-0.279622607343228
13.37	-0.390605409116499
13.44	-0.198896132241531
13.51	0.323236002346427
13.58	-0.0554397055506496
13.65	0.149264686002689
13.72	0.201343292173765
13.79	0.0146595243238764
13.86	-0.0723805042773535
13.93	-0.0988370341068855
14	0.267318395068904
14.07	0.418344117737711
14.14	0.0161888409783305
14.21	0.0858711025777112
14.28	0.100093852161965
14.35	-0.197673824417718
14.42	-0.128868227758332
