time_sec	Acc_m_s2
0	-0.0231547301161621
0.005	-0.0184079909495999
0.01	-0.00799594833221362
0.015	0.00586417012029003
0.02	0.0200627631300367
0.025	0.0316446607435336
0.03	0.0389019071422733
0.035	0.0416173757372518
0.04	0.0408159654899849
0.045	0.0379638536409415
0.05	0.0345125208829489
0.055	0.0311986616729689
0.06	0.0279978110911934
0.065	0.0242321003014449
0.07	0.0195942856769798
0.075	0.0141930535292723
0.08	0.00876557631018062
0.085	0.00424860388337367
0.09	0.00228445437322209
0.095	0.00425776274586562
0.1	0.0110170085816311
0.105	0.0222898962525922
0.11	0.0375935823386653
0.115	0.0557308030289839
0.12	0.0751377996725414
0.125	0.093874687535281
0.13	0.110634935866287
0.135	0.124428065430039
0.14	0.134725707123598
0.145	0.141248098713545
0.15	0.144133740980504
0.155	0.143574323467099
0.16	0.139778921777298
0.165	0.132929697393016
0.17	0.12339630830303
0.175	0.111730828501996
0.18	0.0987228035116918
0.185	0.0852916351346703
0.19	0.0725618121007755
0.195	0.0615825624745707
0.2	0.0531938398001372
0.205	0.0478483995523181
0.21	0.045725022234472
0.215	0.0466964074136048
0.22	0.0504120701491895
0.225	0.0563238001256676
0.23	0.0641495389592822
0.235	0.0737487190665964
0.24	0.0852142098829888
0.245	0.0986576564444201
0.25	0.114447854998458
0.255	0.132645784074601
0.26	0.152927286242569
0.265	0.174417080438705
0.27	0.196099902669802
0.275	0.216735925865124
0.28	0.23513958643029
0.285	0.250235435074334
0.29	0.261326258888479
0.295	0.26781988357065
0.3	0.269141216912019
0.305	0.264578854777456
0.31	0.253668431125959
0.315	0.236221630806485
0.32	0.212665289178389
0.325	0.184112436528459
0.33	0.152813640878209
0.335	0.121469011533591
0.34	0.0928990987028732
0.345	0.0694030883201462
0.35	0.0526289469030417
0.355	0.0428519061477187
0.36	0.039244966082795
0.365	0.040284046511341
0.37	0.0441302696531499
0.375	0.0488698674525948
0.38	0.0530437443153738
0.385	0.0560925994293055
0.39	0.0579201125685194
0.395	0.0589026498044048
0.4	0.05973800293582
0.405	0.0615014472443953
0.41	0.0646405981520139
0.415	0.0691832528355845
0.42	0.0746574941212987
0.425	0.0805027487395449
0.43	0.0855691544792885
0.435	0.0888154400811922
0.44	0.0895669789411264
0.445	0.0877434547056161
0.45	0.0839626934506801
0.455	0.0791337580003468
0.46	0.0742372267639612
0.465	0.0697200640231156
0.47	0.0664296143344045
0.475	0.0645997401829463
0.48	0.064240867478721
0.485	0.0647810816401361
0.49	0.0666555110455283
0.495	0.0697447654348794
0.5	0.0736568575562095
0.505	0.0772808970044548
0.51	0.0798455453083798
0.515	0.0798653292148232
0.52	0.0759082898276601
0.525	0.0669915724337239
0.53	0.0528314703554655
0.535	0.0334142368161067
0.54	0.00917583730186716
0.545	-0.0187587099027106
0.55	-0.0492726452261957
0.555	-0.0809591651534551
0.56	-0.112111320752584
0.565	-0.140682975727224
0.57	-0.165108674981482
0.575	-0.184618451911032
0.58	-0.19964700746658
0.585	-0.212116976015559
0.59	-0.22368124769645
0.595	-0.235625957354588
0.6	-0.247807645344319
0.605	-0.258982616822598
0.61	-0.264875365920284
0.615	-0.260773935101906
0.62	-0.242664373399761
0.625	-0.209540608215185
0.63	-0.161447997296469
0.635	-0.101376427510827
0.64	-0.0341217068695387
0.645	0.0338083356832851
0.65	0.0981950189249654
0.655	0.15568871989583
0.66	0.204289961128593
0.665	0.241805425864476
0.67	0.268027717039132
0.675	0.282029479700511
0.68	0.282369632302497
0.685	0.266678163077704
0.69	0.23452339837645
0.695	0.186908591587443
0.7	0.127170901057175
0.705	0.0609084532552568
0.71	-0.00596655968705016
0.715	-0.0683684150503659
0.72	-0.123158348431168
0.725	-0.16820131773593
0.73	-0.204807216689687
0.735	-0.233949463553872
0.74	-0.254682018546481
0.745	-0.261707274357129
0.75	-0.249796865247556
0.755	-0.213322057296318
0.76	-0.149355013705201
0.765	-0.058944401026471
0.77	0.0506386018814316
0.775	0.168710517111911
0.78	0.283530370718
0.785	0.385091228614256
0.79	0.468232365390845
0.795	0.533012509104337
0.8	0.583261047424793
0.805	0.623245823390671
0.81	0.657530193778623
0.815	0.688399215924806
0.82	0.715645264986082
0.825	0.736723981380728
0.83	0.750388976405211
0.835	0.757258668527384
0.84	0.760123560304293
0.845	0.762583677779232
0.85	0.767250081245172
0.855	0.7733330578664
0.86	0.775373261556251
0.865	0.763931467935349
0.87	0.726776199556001
0.875	0.652564856319661
0.88	0.53461009763016
0.885	0.373940146271411
0.89	0.178347230589964
0.895	-0.0391212253160581
0.9	-0.263167416618437
0.905	-0.478698935177071
0.91	-0.674681924171331
0.915	-0.843487132856057
0.92	-0.979733267244401
0.925	-1.07785500730347
0.93	-1.13275664145916
0.935	-1.13879747096982
0.94	-1.09189461982524
0.945	-0.991714896156234
0.95	-0.843335441977045
0.955	-0.656793227429044
0.96	-0.445963704328916
0.965	-0.226719831184892
0.97	-0.0125300629789867
0.975	0.186537524308934
0.98	0.364291747886342
0.985	0.516578326947706
0.99	0.64251924196661
0.995	0.740649079061432
1	0.80870446553937
1.005	0.84291581909943
1.01	0.840877544782689
1.015	0.800142741365483
1.02	0.720488345961113
1.025	0.60458835869071
1.03	0.460290703924225
1.035	0.297565940645424
1.04	0.128331639472679
1.045	-0.0357343478481045
1.05	-0.182696259301247
1.055	-0.304960984931215
1.06	-0.399113900351443
1.065	-0.466685525244869
1.07	-0.510623573924671
1.075	-0.537379880394943
1.08	-0.554072478821143
1.085	-0.567279828654251
1.09	-0.579222273354754
1.095	-0.589390631826461
1.1	-0.593637648604767
1.105	-0.585264871768179
1.11	-0.55646962606258
1.115	-0.500566676776927
1.12	-0.414513697088165
1.125	-0.300096613045079
1.13	-0.164851667866646
1.135	-0.0179441181443047
1.14	0.130663122669336
1.145	0.272191077779211
1.15	0.398061484291021
1.155	0.503215143366767
1.16	0.5839114611921
1.165	0.636946705803432
1.17	0.658520068048093
1.175	0.646661427673997
1.18	0.602103033945421
1.185	0.52919283755393
1.19	0.436975268190088
1.195	0.336845207852892
1.2	0.240983303970411
